Date,Platform,CTR (%),Impressions,Likes,Shares,Comments,Sales Revenue ($),Conversion Rate (%),Ad Spend ($),ROI (%),Positive Sentiment (%),Neutral Sentiment (%),Negative Sentiment (%)
2023-04-26,Facebook Ads,3.84,100214,2013,4973,1546,90668.74,6.9,39214.37,131.21,44,44,12
2023-04-26,Instagram Ads,3.64,416428,9901,4140,1948,49482.86,0.61,46323.89,6.82,45,21,34
2023-04-26,Twitter Ads,2.69,248283,5638,1556,773,82016.18,13.1,2915.21,2713.39,48,35,17
2023-04-26,LinkedIn Ads,3.51,436020,8705,1258,320,12490.66,0.9,22957.32,-45.59,68,40,-8
2023-04-26,TikTok Ads,3.12,498107,9978,4181,2603,76918.88,5.48,47426.1,62.19,54,24,22
2023-04-27,Google Ads,2.64,450471,2131,1122,1212,16002.97,8.2,42086.32,-61.98,46,39,15
2023-04-27,Facebook Ads,1.12,477037,8293,3830,2100,12901.49,3.67,12362.23,4.36,59,45,-4
2023-04-27,Instagram Ads,2.72,489973,1159,3877,2827,82268.65,6.54,12046.04,582.95,50,40,10
2023-04-27,Twitter Ads,1.06,225876,2282,104,595,20008.01,9.76,37853.94,-47.14,46,23,31
2023-04-27,LinkedIn Ads,3.6,388332,9931,3609,337,17675.14,3.19,44446.48,-60.23,47,42,11
2023-04-27,TikTok Ads,3.65,447849,6252,771,1718,85324.28,8.17,17202.34,396.0,66,25,9
2023-04-28,Google Ads,4.42,107935,8421,3788,63,45200.25,9.27,48373.29,-6.56,67,46,-13
2023-04-28,Facebook Ads,2.49,45249,6603,3449,362,95361.68,13.87,19239.48,395.66,68,47,-15
2023-04-28,Instagram Ads,3.74,490609,5807,3843,2517,99907.69,11.23,26355.25,279.08,64,40,-4
2023-04-28,Twitter Ads,1.41,273916,4943,3772,700,62657.85,11.28,46181.2,35.68,69,24,7
2023-04-28,LinkedIn Ads,2.72,168687,8791,3645,1367,9049.97,5.86,42769.19,-78.84,65,38,-3
2023-04-28,TikTok Ads,2.6,5592,8216,4429,2502,48846.11,14.91,6219.17,685.41,53,25,22
2023-04-29,Google Ads,3.09,383045,5873,1272,1472,87505.52,9.16,12294.51,611.74,63,35,2
2023-04-29,Facebook Ads,3.04,51285,1031,2712,465,17943.21,11.17,31946.96,-43.83,67,30,3
2023-04-29,Instagram Ads,1.14,24924,4418,222,2384,74956.57,12.76,23104.95,224.42,56,40,4
2023-04-29,Twitter Ads,4.94,13846,8265,3938,943,43072.97,3.76,35125.75,22.63,60,43,-3
2023-04-29,LinkedIn Ads,2.36,401786,2723,3055,1742,31303.23,4.68,16931.9,84.88,49,30,21
2023-04-29,TikTok Ads,4.38,55319,719,1375,1883,90024.79,13.69,25598.52,251.68,61,35,4
2023-04-30,Google Ads,4.12,49935,3214,3250,2059,21025.16,8.89,817.55,2471.73,49,31,20
2023-04-30,Facebook Ads,1.96,79150,2157,2712,89,97496.0,13.95,25619.21,280.56,69,20,11
2023-04-30,Instagram Ads,1.03,143425,3796,791,2074,35423.95,5.2,14413.45,145.77,42,22,36
2023-04-30,Twitter Ads,3.29,185738,6056,1692,545,50603.98,14.05,27460.75,84.28,50,43,7
2023-04-30,LinkedIn Ads,0.81,100804,870,2517,1634,33396.14,9.98,4542.58,635.18,45,46,9
2023-04-30,TikTok Ads,4.03,288030,8815,1986,2949,74711.37,7.76,10269.2,627.53,44,24,32
2023-05-01,Google Ads,1.88,107997,5991,4858,380,40043.72,7.55,30436.16,31.57,42,28,30
2023-05-01,Facebook Ads,2.83,83977,3298,4860,1837,6597.1,14.19,16174.43,-59.21,66,25,9
2023-05-01,Instagram Ads,2.47,158275,1785,760,2969,38706.69,3.87,26790.22,44.48,64,23,13
2023-05-01,Twitter Ads,0.52,228516,7362,2744,772,85207.52,5.12,9783.67,770.92,55,40,5
2023-05-01,LinkedIn Ads,3.56,426372,1543,4783,1089,94868.25,2.05,44237.32,114.45,66,40,-6
2023-05-01,TikTok Ads,4.17,76191,3735,1813,2812,46262.1,10.85,13886.42,233.15,56,28,16
2023-05-02,Google Ads,3.0,327863,234,935,2748,49746.69,14.71,29086.12,71.03,63,47,-10
2023-05-02,Facebook Ads,1.62,115192,9924,3394,2448,83225.23,11.31,21982.13,278.6,45,40,15
2023-05-02,Instagram Ads,1.63,38742,1404,2872,1426,16735.29,8.2,46095.21,-63.69,45,30,25
2023-05-02,Twitter Ads,1.3,174812,1808,4494,658,60992.55,3.12,42717.44,42.78,54,35,11
2023-05-02,LinkedIn Ads,4.54,266909,294,2486,1721,89713.13,9.4,34270.21,161.78,54,39,7
2023-05-02,TikTok Ads,4.98,314857,3181,1485,2860,76258.31,13.61,17343.88,339.68,48,25,27
2023-05-03,Google Ads,1.62,295165,8440,2628,1686,64552.69,11.24,36154.3,78.55,43,33,24
2023-05-03,Facebook Ads,1.58,428926,7214,3174,1299,53250.08,10.43,14292.42,272.58,56,21,23
2023-05-03,Instagram Ads,2.53,17494,8088,2673,1209,2926.55,8.15,37153.37,-92.12,40,34,26
2023-05-03,Twitter Ads,3.94,366226,3030,1691,134,37570.11,14.1,42963.95,-12.55,56,29,15
2023-05-03,LinkedIn Ads,2.23,381971,5390,3540,1067,82466.76,2.22,32218.89,155.96,62,20,18
2023-05-03,TikTok Ads,2.61,402354,9154,2107,1324,97418.3,0.86,7759.41,1155.49,47,20,33
2023-05-04,Google Ads,4.23,261307,9854,516,414,53308.75,4.04,17171.93,210.44,46,41,13
2023-05-04,Facebook Ads,4.15,28577,2804,4559,1499,33873.53,6.4,47801.38,-29.14,55,34,11
2023-05-04,Instagram Ads,3.29,485529,1243,3831,887,94638.75,4.01,23458.44,303.43,45,24,31
2023-05-04,Twitter Ads,2.26,176602,8793,4665,2963,72722.65,6.57,39907.39,82.23,66,45,-11
2023-05-04,LinkedIn Ads,4.77,163317,4355,1289,196,77720.37,1.48,4274.13,1718.39,66,28,6
2023-05-04,TikTok Ads,1.29,161324,8429,3318,1423,63012.0,8.65,6389.61,886.16,52,24,24
2023-05-05,Google Ads,4.07,185577,7509,3376,1873,53402.27,10.88,6755.1,690.55,60,44,-4
2023-05-05,Facebook Ads,2.93,323565,7622,1221,2977,6731.79,3.8,2040.83,229.86,63,41,-4
2023-05-05,Instagram Ads,0.89,90187,5650,2243,2134,12287.21,13.49,45358.15,-72.91,66,24,10
2023-05-05,Twitter Ads,4.97,18359,6259,2181,543,37099.24,6.63,21671.02,71.19,59,22,19
2023-05-05,LinkedIn Ads,1.44,350248,9090,2461,1120,53754.16,3.74,37676.44,42.67,43,20,37
2023-05-05,TikTok Ads,1.88,445654,8125,4281,2751,50600.07,1.13,39409.24,28.4,62,27,11
2023-05-06,Google Ads,4.39,209705,2551,4635,338,39927.03,8.23,8034.84,396.92,68,44,-12
2023-05-06,Facebook Ads,2.32,368652,1023,2053,1187,26386.33,6.14,33253.94,-20.65,43,31,26
2023-05-06,Instagram Ads,1.2,462692,4272,989,2870,53095.38,11.94,28809.31,84.3,69,26,5
2023-05-06,Twitter Ads,4.74,236534,4943,1837,1397,26499.47,10.99,30910.4,-14.27,62,28,10
2023-05-06,LinkedIn Ads,0.69,377328,5805,2398,1756,11481.36,6.59,36928.18,-68.91,61,41,-2
2023-05-06,TikTok Ads,1.93,95127,9415,832,2155,35397.92,1.88,28475.0,24.31,45,32,23
2023-05-07,Google Ads,1.63,490572,1647,1238,1391,41432.21,4.9,32696.32,26.72,60,47,-7
2023-05-07,Facebook Ads,4.65,102573,980,2584,1527,16391.78,7.7,18164.58,-9.76,53,41,6
2023-05-07,Instagram Ads,4.15,47007,3001,205,1273,74019.34,5.68,27672.5,167.48,43,49,8
2023-05-07,Twitter Ads,2.9,220794,6446,3695,442,43870.59,11.62,7326.7,498.78,63,47,-10
2023-05-07,LinkedIn Ads,1.78,267797,1685,1492,240,68167.27,11.32,29861.66,128.28,67,37,-4
2023-05-07,TikTok Ads,1.17,470870,6829,3508,1372,92902.72,7.68,5734.13,1520.17,46,42,12
2023-05-08,Google Ads,3.54,145610,5071,232,2966,49181.98,1.46,16932.51,190.46,68,27,5
2023-05-08,Facebook Ads,4.43,238923,5299,1351,2049,63735.57,10.8,32436.8,96.49,56,39,5
2023-05-08,Instagram Ads,4.01,410111,3692,685,1283,35177.78,2.46,27030.39,30.14,54,32,14
2023-05-08,Twitter Ads,1.87,49172,4007,1655,1928,42304.83,5.49,26295.59,60.88,50,29,21
2023-05-08,LinkedIn Ads,3.44,408371,2970,2802,1312,20428.92,7.33,48119.71,-57.55,53,49,-2
2023-05-08,TikTok Ads,3.82,280464,6248,2559,455,69529.16,7.31,7267.36,856.73,50,26,24
2023-05-09,Google Ads,1.72,150620,3962,2001,37,12012.91,1.29,46139.93,-73.96,67,39,-6
2023-05-09,Facebook Ads,1.53,225105,6079,2155,1264,16223.63,12.39,7174.5,126.13,51,44,5
2023-05-09,Instagram Ads,1.99,185354,9639,3964,682,65430.57,1.93,44342.46,47.56,59,25,16
2023-05-09,Twitter Ads,1.36,303667,196,1223,1801,54210.13,1.16,45216.76,19.89,52,38,10
2023-05-09,LinkedIn Ads,4.38,252663,588,2196,396,48265.35,9.59,11839.83,307.65,55,33,12
2023-05-09,TikTok Ads,1.56,133395,3445,1019,366,32965.41,0.96,6223.88,429.66,54,28,18
2023-05-10,Google Ads,0.75,447247,854,1572,766,70352.47,11.87,10467.12,572.13,44,27,29
2023-05-10,Facebook Ads,4.02,413283,5581,3040,2580,84377.29,6.75,25724.67,228.0,48,21,31
2023-05-10,Instagram Ads,0.87,393288,1491,419,572,61194.45,11.6,48920.36,25.09,61,22,17
2023-05-10,Twitter Ads,2.31,210198,7863,1075,303,46831.53,6.71,29366.15,59.47,52,33,15
2023-05-10,LinkedIn Ads,2.15,164652,4678,3714,1921,14294.76,7.4,41623.56,-65.66,55,44,1
2023-05-10,TikTok Ads,1.85,66666,8202,421,2704,99458.88,8.64,25144.44,295.55,66,35,-1
2023-05-11,Google Ads,4.35,252680,2390,670,1295,40334.71,8.13,11845.46,240.51,50,29,21
2023-05-11,Facebook Ads,1.33,377943,7740,692,1323,92877.38,9.75,7303.79,1171.63,55,20,25
2023-05-11,Instagram Ads,1.88,267548,1689,4049,2421,33052.68,10.09,40192.25,-17.76,64,25,11
2023-05-11,Twitter Ads,1.43,489289,4766,3339,1990,91077.39,11.25,24745.25,268.06,56,44,0
2023-05-11,LinkedIn Ads,4.62,376259,2748,2371,2698,29109.34,10.89,17184.07,69.4,44,41,15
2023-05-11,TikTok Ads,2.65,164035,5346,4812,665,77141.83,8.66,33580.5,129.72,50,24,26
2023-05-12,Google Ads,3.21,444840,1567,2067,2196,96347.85,12.4,24096.43,299.84,58,42,0
2023-05-12,Facebook Ads,3.05,461206,3814,4840,2100,41664.36,10.48,27170.93,53.34,45,32,23
2023-05-12,Instagram Ads,1.38,162565,8240,73,2959,83212.12,7.22,35474.89,134.57,60,26,14
2023-05-12,Twitter Ads,2.06,428478,214,4594,1537,99611.91,2.57,33285.13,199.27,43,21,36
2023-05-12,LinkedIn Ads,1.38,22102,1020,908,1938,32028.22,2.41,38004.26,-15.72,48,34,18
2023-05-12,TikTok Ads,1.82,163723,7235,650,1370,99600.91,14.45,38261.86,160.31,61,44,-5
2023-05-13,Google Ads,2.68,26224,6282,801,2427,86199.67,7.82,34399.77,150.58,66,26,8
2023-05-13,Facebook Ads,3.06,193108,9080,1732,1458,67637.55,14.49,39134.93,72.83,69,42,-11
2023-05-13,Instagram Ads,3.3,203045,227,1464,2663,53733.87,6.55,4266.25,1159.51,42,28,30
2023-05-13,Twitter Ads,2.39,72732,5297,4733,1001,42753.27,13.29,22021.32,94.14,61,23,16
2023-05-13,LinkedIn Ads,2.54,180980,4133,1875,2923,78288.5,14.54,17792.73,340.0,46,47,7
2023-05-13,TikTok Ads,4.97,420629,137,447,1468,86369.13,10.72,17561.1,391.82,44,24,32
2023-05-14,Google Ads,2.94,166940,9638,4836,2858,56991.75,7.11,16778.36,239.67,48,29,23
2023-05-14,Facebook Ads,1.74,132000,1509,2262,1046,32498.38,1.57,29358.55,10.69,51,23,26
2023-05-14,Instagram Ads,1.95,319935,3241,165,2421,68476.58,5.44,12470.48,449.11,68,23,9
2023-05-14,Twitter Ads,2.52,244200,7695,3158,1854,90891.78,3.11,41623.84,118.36,53,39,8
2023-05-14,LinkedIn Ads,1.74,20162,2674,3789,1189,74733.9,5.31,25826.91,189.36,58,34,8
2023-05-14,TikTok Ads,0.51,92925,2880,4860,2197,10532.01,11.95,46366.47,-77.29,40,48,12
2023-05-15,Google Ads,4.42,206691,4811,4544,964,90640.88,11.89,35413.71,155.95,45,25,30
2023-05-15,Facebook Ads,3.59,57594,2381,1654,2135,90994.97,1.26,1354.81,6616.44,43,30,27
2023-05-15,Instagram Ads,3.49,289701,5311,2285,63,8008.02,4.88,3251.97,146.25,53,28,19
2023-05-15,Twitter Ads,1.88,163883,7572,359,724,95812.71,3.47,43141.75,122.09,60,33,7
2023-05-15,LinkedIn Ads,2.69,310005,1901,222,2386,1511.81,12.26,47650.54,-96.83,54,43,3
2023-05-15,TikTok Ads,2.83,101270,6697,3269,471,24473.28,9.11,16915.13,44.68,51,29,20
2023-05-16,Google Ads,1.94,191818,4864,2064,2834,41705.74,3.9,21425.15,94.66,42,40,18
2023-05-16,Facebook Ads,2.39,48410,8512,3669,1253,23451.24,9.88,21195.0,10.65,68,48,-16
2023-05-16,Instagram Ads,3.02,60277,9909,3366,2627,22692.45,7.09,49168.82,-53.85,69,42,-11
2023-05-16,Twitter Ads,3.4,44771,3475,3108,2148,11539.62,4.97,18254.55,-36.78,58,42,0
2023-05-16,LinkedIn Ads,1.02,135435,3304,112,488,53426.26,2.51,48072.27,11.14,69,32,-1
2023-05-16,TikTok Ads,3.59,254279,1742,4294,2247,28694.54,1.33,20622.64,39.14,57,23,20
2023-05-17,Google Ads,0.61,10544,8451,3132,114,97286.55,3.18,49812.5,95.31,52,22,26
2023-05-17,Facebook Ads,0.71,424104,1053,274,940,46580.96,6.4,7004.24,565.04,54,47,-1
2023-05-17,Instagram Ads,4.57,460983,7728,2065,118,50547.87,12.75,12643.49,299.79,57,40,3
2023-05-17,Twitter Ads,4.39,193446,9190,4874,1909,69247.02,11.76,47784.43,44.92,59,45,-4
2023-05-17,LinkedIn Ads,2.02,488324,9603,1201,978,84524.59,13.92,3434.75,2360.87,69,32,-1
2023-05-17,TikTok Ads,1.05,65147,9433,4671,139,54843.18,11.53,8255.28,564.34,43,27,30
2023-05-18,Google Ads,1.1,274808,8166,247,1312,14949.07,0.5,21063.02,-29.03,46,41,13
2023-05-18,Facebook Ads,0.68,268818,204,2881,1186,7831.12,7.61,36336.1,-78.45,53,49,-2
2023-05-18,Instagram Ads,3.12,80169,5061,2005,295,54396.51,13.58,7686.26,607.71,43,37,20
2023-05-18,Twitter Ads,4.67,99595,8297,1900,1663,87372.86,3.89,3636.28,2302.81,42,48,10
2023-05-18,LinkedIn Ads,3.85,262528,1082,1290,1946,33437.89,0.65,16750.82,99.62,53,46,1
2023-05-18,TikTok Ads,4.81,267106,1923,3212,554,95073.44,4.84,39568.77,140.27,47,28,25
2023-05-19,Google Ads,4.55,247885,3384,4511,312,28736.27,9.46,24623.18,16.7,40,47,13
2023-05-19,Facebook Ads,2.31,171261,8979,1133,237,60973.03,0.76,48726.07,25.13,61,23,16
2023-05-19,Instagram Ads,2.99,320863,8414,2953,406,69747.71,11.18,11750.7,493.56,62,21,17
2023-05-19,Twitter Ads,2.67,447017,4514,3322,790,73387.78,2.46,49953.27,46.91,45,35,20
2023-05-19,LinkedIn Ads,4.98,151699,3741,3172,1380,44388.67,7.66,21810.77,103.52,51,35,14
2023-05-19,TikTok Ads,4.98,10783,8140,1013,1028,49470.18,10.86,17753.12,178.66,65,39,-4
2023-05-20,Google Ads,2.96,280523,3180,2293,172,13142.2,7.32,30247.39,-56.55,48,22,30
2023-05-20,Facebook Ads,1.57,245663,7848,2508,1318,57893.47,13.14,23023.84,151.45,43,24,33
2023-05-20,Instagram Ads,3.62,465534,3977,2926,593,73359.74,7.75,47795.46,53.49,52,20,28
2023-05-20,Twitter Ads,2.45,499618,4202,832,2028,37874.07,14.8,8164.37,363.89,48,48,4
2023-05-20,LinkedIn Ads,3.55,121339,2163,2121,2200,66559.17,12.56,13317.08,399.8,62,33,5
2023-05-20,TikTok Ads,2.66,50414,6883,3112,1224,79549.48,5.09,8429.45,843.71,56,21,23
2023-05-21,Google Ads,3.96,313467,9756,1536,673,25669.9,13.48,38131.92,-32.68,59,22,19
2023-05-21,Facebook Ads,4.77,149460,8326,1168,1958,2417.51,7.32,38890.82,-93.78,57,28,15
2023-05-21,Instagram Ads,2.55,297451,275,1806,415,60471.6,4.19,2170.99,2685.44,46,41,13
2023-05-21,Twitter Ads,2.79,26179,2520,3985,2289,55003.16,11.05,3732.09,1373.79,40,25,35
2023-05-21,LinkedIn Ads,1.82,180225,3269,3965,1234,83513.47,9.53,29165.72,186.34,65,47,-12
2023-05-21,TikTok Ads,3.16,127867,5010,4856,2783,54364.86,7.58,27801.48,95.55,48,44,8
2023-05-22,Google Ads,2.3,8081,9108,3755,1152,34946.38,5.91,40268.21,-13.22,54,37,9
2023-05-22,Facebook Ads,0.75,154203,425,3575,70,2175.22,3.78,46845.04,-95.36,40,24,36
2023-05-22,Instagram Ads,4.37,269937,4227,946,1593,60200.31,8.92,37250.73,61.61,50,37,13
2023-05-22,Twitter Ads,1.71,181175,2754,2102,2539,45976.04,7.26,4913.6,835.69,45,45,10
2023-05-22,LinkedIn Ads,3.45,206609,7342,1181,915,5064.79,10.69,2469.75,105.07,54,40,6
2023-05-22,TikTok Ads,3.37,489903,7267,2908,2543,19443.33,13.5,11459.56,69.67,56,33,11
2023-05-23,Google Ads,4.82,130666,4279,3364,2222,81651.74,9.95,9320.35,776.06,54,49,-3
2023-05-23,Facebook Ads,0.66,135857,3489,1299,1029,70407.04,5.86,47011.56,49.77,40,26,34
2023-05-23,Instagram Ads,0.99,24453,9031,3148,764,7986.95,12.83,10719.59,-25.49,54,32,14
2023-05-23,Twitter Ads,2.12,330454,6071,1274,2332,4024.42,8.66,41677.32,-90.34,51,24,25
2023-05-23,LinkedIn Ads,4.34,403971,4060,4845,1884,91247.89,9.41,6930.17,1216.68,48,36,16
2023-05-23,TikTok Ads,2.87,400247,6045,4726,1911,52034.42,10.57,42446.43,22.59,51,45,4
2023-05-24,Google Ads,4.59,113448,6834,4143,2978,75149.95,4.68,6597.55,1039.06,66,37,-3
2023-05-24,Facebook Ads,3.3,265311,1217,1619,84,96440.49,5.01,18740.12,414.62,69,46,-15
2023-05-24,Instagram Ads,1.38,387568,2758,3167,1273,60104.86,7.76,28289.89,112.46,64,43,-7
2023-05-24,Twitter Ads,3.19,29769,7440,1430,1712,97542.91,9.94,31016.88,214.48,59,20,21
2023-05-24,LinkedIn Ads,1.78,273886,6115,313,1873,74781.68,6.16,17454.62,328.43,53,32,15
2023-05-24,TikTok Ads,2.1,485692,6194,2162,574,45227.87,9.94,7621.45,493.43,64,47,-11
2023-05-25,Google Ads,4.12,408712,4360,1205,602,19958.91,10.64,19161.49,4.16,60,23,17
2023-05-25,Facebook Ads,0.85,108320,988,157,1390,11131.41,12.96,9429.16,18.05,42,44,14
2023-05-25,Instagram Ads,3.98,373024,2356,197,2819,91153.97,2.81,31860.66,186.1,40,26,34
2023-05-25,Twitter Ads,2.94,64618,2411,955,2344,15198.11,10.94,28210.89,-46.13,49,47,4
2023-05-25,LinkedIn Ads,4.89,32612,3592,4925,1203,33907.8,6.87,48694.41,-30.37,61,36,3
2023-05-25,TikTok Ads,2.8,482138,8555,3086,1091,36906.69,7.75,39509.51,-6.59,44,22,34
2023-05-26,Google Ads,2.14,442812,6063,4648,1174,58601.3,10.02,41145.82,42.42,53,32,15
2023-05-26,Facebook Ads,4.73,70627,9314,1087,2660,5291.42,11.7,46783.94,-88.69,54,24,22
2023-05-26,Instagram Ads,2.05,388589,2761,1510,516,95693.33,13.57,20341.83,370.43,50,42,8
2023-05-26,Twitter Ads,4.83,272271,6698,726,109,62345.1,14.65,5479.82,1037.72,66,42,-8
2023-05-26,LinkedIn Ads,4.73,462736,8186,3616,678,91719.48,7.95,40815.12,124.72,55,20,25
2023-05-26,TikTok Ads,3.77,218952,6381,837,1666,16876.42,8.44,45040.12,-62.53,43,30,27
2023-05-27,Google Ads,3.69,205279,3062,119,1962,4717.75,8.37,20838.2,-77.36,65,24,11
2023-05-27,Facebook Ads,4.3,333236,6830,1649,1385,1530.04,1.41,7744.29,-80.24,40,27,33
2023-05-27,Instagram Ads,0.69,309429,719,2844,2222,88940.72,8.14,19043.16,367.05,52,38,10
2023-05-27,Twitter Ads,2.35,244313,7020,1059,1532,82347.59,11.37,22340.82,268.6,54,28,18
2023-05-27,LinkedIn Ads,0.51,101879,9154,588,1894,42765.56,13.07,21802.32,96.15,47,32,21
2023-05-27,TikTok Ads,4.61,76189,6515,1781,2792,75085.26,9.83,23234.17,223.17,45,42,13
2023-05-28,Google Ads,3.79,16327,7849,2777,2533,68855.98,3.5,46924.41,46.74,58,26,16
2023-05-28,Facebook Ads,3.1,409791,3580,4763,2223,65736.98,6.0,3518.94,1768.09,57,21,22
2023-05-28,Instagram Ads,4.48,124869,2351,4409,2641,64831.58,9.77,11359.5,470.73,51,40,9
2023-05-28,Twitter Ads,3.49,166309,535,3206,1561,92678.55,1.65,22740.37,307.55,67,49,-16
2023-05-28,LinkedIn Ads,4.45,400939,3137,4216,1506,3861.25,2.32,25576.9,-84.9,59,27,14
2023-05-28,TikTok Ads,4.82,348590,8142,2911,144,80358.24,0.58,39878.39,101.51,63,42,-5
2023-05-29,Google Ads,2.52,92841,8706,3096,2919,29335.85,8.15,47503.97,-38.25,43,20,37
2023-05-29,Facebook Ads,3.52,142636,9629,1075,2724,64230.38,7.88,48856.57,31.47,68,33,-1
2023-05-29,Instagram Ads,4.97,286439,6583,1898,1792,31737.63,4.89,49810.74,-36.28,59,28,13
2023-05-29,Twitter Ads,0.61,371601,2331,4224,1822,27409.58,3.63,27023.68,1.43,52,29,19
2023-05-29,LinkedIn Ads,2.97,324722,1284,2137,978,42502.41,2.8,32934.43,29.05,58,46,-4
2023-05-29,TikTok Ads,1.91,171780,144,4529,2590,9198.95,2.72,20439.68,-54.99,52,47,1
2023-05-30,Google Ads,4.71,161109,8100,3122,1360,7404.54,13.06,28008.9,-73.56,47,23,30
2023-05-30,Facebook Ads,3.62,144910,4159,4672,1568,20932.49,14.45,29309.1,-28.58,41,46,13
2023-05-30,Instagram Ads,2.85,205910,7687,2251,361,35471.12,3.37,2682.7,1222.22,58,43,-1
2023-05-30,Twitter Ads,4.15,238409,620,837,2280,30890.13,5.13,43461.31,-28.92,66,41,-7
2023-05-30,LinkedIn Ads,1.84,214011,4954,3886,661,79257.72,14.23,18159.64,336.45,53,24,23
2023-05-30,TikTok Ads,1.6,226834,5184,577,632,85898.27,12.2,538.42,15853.77,65,33,2
2023-05-31,Google Ads,3.97,20345,222,273,2121,32169.9,11.74,867.4,3608.77,42,25,33
2023-05-31,Facebook Ads,4.92,485485,8004,3536,1965,58254.98,5.76,3973.4,1366.12,68,20,12
2023-05-31,Instagram Ads,4.85,272384,4288,4441,1792,3941.89,12.12,44013.07,-91.04,53,30,17
2023-05-31,Twitter Ads,1.15,11220,1389,4918,1638,92174.52,11.5,24361.14,278.37,51,40,9
2023-05-31,LinkedIn Ads,1.35,153165,6207,4196,804,45976.31,0.69,10201.3,350.69,50,29,21
2023-05-31,TikTok Ads,3.27,331426,5438,3935,376,60952.74,4.01,14407.15,323.07,61,42,-3
2023-06-01,Google Ads,1.49,283793,4704,272,1237,75816.6,3.74,42974.28,76.42,68,22,10
2023-06-01,Facebook Ads,1.68,36375,1313,4593,1877,32876.17,6.48,6034.47,444.81,65,25,10
2023-06-01,Instagram Ads,0.56,233563,8048,729,2662,2524.51,8.2,48981.23,-94.85,67,42,-9
2023-06-01,Twitter Ads,1.48,169565,4880,4366,369,4496.31,8.39,39207.26,-88.53,43,28,29
2023-06-01,LinkedIn Ads,3.71,449303,5328,3376,2890,86584.43,7.33,18732.51,362.21,49,48,3
2023-06-01,TikTok Ads,1.42,25062,8372,146,838,45973.28,9.78,47198.08,-2.6,57,42,1
2023-06-02,Google Ads,2.23,147373,8297,2875,2088,93314.97,9.67,37229.42,150.65,50,20,30
2023-06-02,Facebook Ads,3.01,126383,1082,1481,31,10381.56,3.91,1393.49,645.0,58,32,10
2023-06-02,Instagram Ads,2.67,397207,2098,3327,1869,18307.0,6.21,25290.8,-27.61,67,47,-14
2023-06-02,Twitter Ads,4.55,71015,2201,4435,399,81710.91,5.42,597.33,13579.36,48,36,16
2023-06-02,LinkedIn Ads,0.64,91302,9706,930,1897,69220.46,7.39,39510.86,75.19,50,20,30
2023-06-02,TikTok Ads,3.4,149236,6046,1242,1970,87904.57,9.03,19134.75,359.4,52,42,6
2023-06-03,Google Ads,4.77,233659,8658,1166,1408,42782.41,3.58,29480.27,45.12,56,46,-2
2023-06-03,Facebook Ads,2.68,430168,883,2669,933,35818.12,9.79,39796.67,-10.0,66,27,7
2023-06-03,Instagram Ads,3.11,353522,5315,4250,648,48720.9,4.95,7089.51,587.23,69,24,7
2023-06-03,Twitter Ads,0.72,383935,3073,1320,1518,73926.76,9.51,28579.45,158.67,51,35,14
2023-06-03,LinkedIn Ads,0.7,361932,9014,3400,954,78009.76,10.88,47050.69,65.8,52,20,28
2023-06-03,TikTok Ads,2.79,430802,1286,2951,484,62029.51,5.52,5994.06,934.85,44,33,23
2023-06-04,Google Ads,1.57,248882,8299,2792,1878,61892.66,2.82,28228.39,119.26,68,28,4
2023-06-04,Facebook Ads,1.89,164460,509,1564,657,12812.18,1.96,22278.53,-42.49,53,39,8
2023-06-04,Instagram Ads,3.85,413196,127,1765,467,74636.55,4.91,39675.56,88.12,40,38,22
2023-06-04,Twitter Ads,1.23,339583,3673,1021,101,84835.07,7.21,2215.48,3729.2,49,40,11
2023-06-04,LinkedIn Ads,2.99,478595,8915,4980,801,42641.9,12.77,25015.42,70.46,51,40,9
2023-06-04,TikTok Ads,1.01,67544,5954,3988,1634,29183.46,5.37,42352.23,-31.09,45,39,16
2023-06-05,Google Ads,1.77,42306,3347,4407,2109,6947.94,14.51,22793.61,-69.52,42,48,10
2023-06-05,Facebook Ads,3.52,71897,8742,4775,1342,23064.14,12.71,23010.06,0.24,42,46,12
2023-06-05,Instagram Ads,1.62,130138,4668,896,1876,63844.91,11.52,43901.2,45.43,59,36,5
2023-06-05,Twitter Ads,1.48,59423,241,2092,440,67697.33,7.36,9118.38,642.43,56,32,12
2023-06-05,LinkedIn Ads,4.68,432426,1456,4907,418,77649.32,6.88,8715.85,790.9,51,48,1
2023-06-05,TikTok Ads,3.27,19172,6850,943,2877,79604.6,14.14,9281.47,757.67,40,29,31
2023-06-06,Google Ads,1.59,262456,7816,2416,1525,15269.15,6.34,17209.76,-11.28,46,39,15
2023-06-06,Facebook Ads,4.63,241884,6793,4291,1352,13050.35,9.06,997.4,1208.44,52,43,5
2023-06-06,Instagram Ads,2.13,336073,673,4753,2250,66036.69,8.34,36362.38,81.61,59,38,3
2023-06-06,Twitter Ads,2.97,199964,885,1307,2081,50776.28,10.92,2708.58,1774.65,66,29,5
2023-06-06,LinkedIn Ads,1.34,10552,7365,3972,1246,52444.21,1.68,44712.52,17.29,45,45,10
2023-06-06,TikTok Ads,2.13,474990,1507,3101,916,47661.0,13.82,5348.88,791.05,57,43,0
2023-06-07,Google Ads,3.29,37312,9059,2070,2476,85172.5,6.5,19379.25,339.5,49,32,19
2023-06-07,Facebook Ads,3.73,373408,9225,3383,2054,94922.79,13.01,39520.94,140.18,43,44,13
